train_loss,val_loss,train_dice,val_dice,train_jaccard,val_jaccard
1.108274692028761,0.7614308951860405,0.5955382,0.6238129,0.45467517,0.47955352
0.4652450924515724,0.30154885805816767,0.74048084,0.7738646,0.61575234,0.65656483
0.26997622559964657,0.2264818298923542,0.78489,0.81363064,0.6675025,0.70323145
0.25191768124699593,0.23968310297960305,0.78787625,0.79872257,0.6711676,0.6828279
0.22509757589548826,0.22520974512950356,0.80686146,0.8067406,0.69648045,0.6951321
0.2208640670441091,0.22503191278690837,0.80901664,0.8053856,0.6987153,0.6925591
0.21522221302986144,0.20717043803626323,0.8129187,0.8201667,0.7040816,0.71251124
0.217217542398721,0.2027804403606639,0.81024647,0.8240172,0.70219886,0.7194826
0.20270198408886791,0.19066053680867787,0.82287824,0.8339411,0.7168689,0.7324195
0.19834996021911502,0.19522028674642403,0.82633203,0.829338,0.72162664,0.7233832
